game_id,game_date,event_index,player_id,team,shot_distance,shot_angle,shot_type,strength_state,is_powerplay,is_rebound,seconds_since_last_event,is_empty_net,score_differential,period,x_coord,y_coord,prior_event_type,prior_event_distance,is_goal
2025020991,2026-03-07,273,8478840,NYR,65.86,30.07,slap,5v5,0,1,0,0,0,3,32,-33,shot-on-goal,43.93,0
2025020991,2026-03-07,274,8481704,NYR,7.07,45.0,wrist,5v5,0,1,0,0,0,3,84,-5,shot-on-goal,65.86,0
2025020991,2026-03-07,275,8481704,NYR,6.4,51.34,wrist,5v5,0,1,0,0,0,3,85,-5,shot-on-goal,7.07,0
2025020991,2026-03-07,281,8483495,NJD,59.82,38.21,wrist,5v5,0,0,0,0,0,3,42,-37,giveaway,65.3,0
2025020991,2026-03-07,285,8479407,NJD,10.44,16.7,wrist,5v5,0,0,0,0,0,3,79,-3,giveaway,45.97,0
2025020991,2026-03-07,287,8478414,NJD,46.23,38.85,slap,5v5,0,0,0,0,0,3,53,29,blocked-shot,40.5,0
2025020991,2026-03-07,293,8481559,NJD,20.1,5.71,wrist,5v5,0,0,0,0,2,3,69,2,giveaway,44.41,1
2025020991,2026-03-07,297,8476389,NYR,20.0,0.0,wrist,6v5,1,0,0,0,0,3,69,0,faceoff,29.73,0
2025020991,2026-03-07,298,8484210,NYR,30.41,46.33,wrist,6v5,1,1,0,0,0,3,68,-22,missed-shot,20.0,0
2025020991,2026-03-07,299,8476459,NYR,44.01,21.32,wrist,6v5,1,1,0,0,0,3,48,16,shot-on-goal,30.41,0
2025020991,2026-03-07,301,8476389,NYR,21.84,74.05,wrist,6v5,1,0,0,0,0,3,83,21,blocked-shot,18.38,0
2025020991,2026-03-07,304,8481559,NJD,22.85,23.2,wrist,5v6,0,0,0,1,3,3,68,9,giveaway,36.88,1
2025020991,2026-03-07,309,8484177,NJD,65.8,24.23,wrist,5v5,0,0,0,0,0,3,29,-27,faceoff,72.42,0
2025020992,2026-03-07,5,8481524,BUF,44.28,64.59,wrist,5v5,0,0,0,0,0,1,70,40,faceoff,29.73,0
2025020992,2026-03-07,13,8481524,BUF,4.12,75.96,wrap-around,5v5,0,0,0,0,0,1,88,-4,giveaway,13.0,0
2025020992,2026-03-07,16,8480807,BUF,61.91,31.12,wrist,5v5,0,0,0,0,0,1,36,-32,faceoff,29.73,0
2025020992,2026-03-07,20,8477949,BUF,20.25,57.09,snap,5v5,0,0,0,0,0,1,78,17,blocked-shot,34.21,0
2025020992,2026-03-07,22,8480246,NSH,46.65,59.04,backhand,5v5,0,0,0,0,0,1,65,40,giveaway,15.52,0
2025020992,2026-03-07,32,8476887,NSH,26.48,10.89,tip-in,4v4,0,0,0,0,0,1,63,-5,faceoff,72.42,0
2025020992,2026-03-07,33,8476887,NSH,37.66,10.71,snap,4v4,0,1,0,0,0,1,52,-7,missed-shot,26.48,0
2025020992,2026-03-07,39,8479980,NSH,28.6,36.47,snap,4v5,0,0,0,0,0,1,66,-17,faceoff,29.73,0
2025020992,2026-03-07,52,8480891,BUF,28.23,22.93,backhand,5v5,0,0,0,0,0,1,63,11,hit,31.14,0
2025020992,2026-03-07,53,8482671,BUF,50.77,32.12,wrist,5v5,0,1,0,0,0,1,46,-27,shot-on-goal,28.23,0
2025020992,2026-03-07,58,8482742,NSH,68.15,14.44,snap,5v5,0,0,0,0,0,1,23,17,faceoff,29.73,0
2025020992,2026-03-07,63,8476887,NSH,37.58,25.2,snap,5v5,0,0,0,0,0,1,55,-16,hit,21.1,0
2025020992,2026-03-07,65,8482146,NSH,16.12,29.74,bat,5v5,0,0,0,0,0,1,75,-8,blocked-shot,15.65,0
2025020992,2026-03-07,70,8479980,NSH,39.41,35.71,slap,5v5,0,0,0,0,0,1,57,23,hit,37.22,0
2025020992,2026-03-07,72,8482146,NSH,4.12,14.04,poke,5v5,0,0,0,0,0,1,85,1,blocked-shot,6.71,0
2025020992,2026-03-07,76,8483500,BUF,62.68,33.94,snap,5v5,0,0,0,0,0,1,37,-35,hit,79.4,0
2025020992,2026-03-07,77,8480246,NSH,52.5,17.74,snap,5v5,0,1,0,0,0,1,39,16,missed-shot,62.68,0
2025020992,2026-03-07,84,8483500,BUF,23.0,0.0,tip-in,5v5,0,0,0,0,0,1,66,0,faceoff,29.73,0
2025020992,2026-03-07,87,8479420,BUF,58.42,6.88,slap,5v5,0,0,0,0,0,1,31,-7,faceoff,72.42,0
2025020992,2026-03-07,99,8482097,BUF,33.24,21.16,backhand,5v5,0,0,0,0,0,2,58,-12,hit,43.86,0
2025020992,2026-03-07,101,8482742,NSH,27.73,25.64,wrist,5v5,0,0,0,0,1,2,64,12,giveaway,70.21,1
2025020992,2026-03-07,109,8482742,NSH,4.0,0.0,tip-in,5v5,0,0,0,0,0,2,85,0,blocked-shot,29.21,0
2025020992,2026-03-07,110,8480246,NSH,39.2,37.75,slap,5v5,0,1,0,0,0,2,58,-24,missed-shot,4.0,0
2025020992,2026-03-07,111,8481522,BUF,25.0,53.13,backhand,5v5,0,1,0,0,0,2,74,-20,shot-on-goal,39.2,0
2025020992,2026-03-07,118,8482671,BUF,55.15,22.38,wrist,5v5,0,0,0,0,0,2,38,-21,faceoff,29.73,0
2025020992,2026-03-07,122,8484145,BUF,85.43,25.67,tip-in,5v5,0,0,0,0,0,2,12,37,faceoff,89.0,0
2025020992,2026-03-07,125,8484145,BUF,61.4,6.55,snap,5v5,0,0,0,0,0,2,28,-7,giveaway,6.08,0
2025020992,2026-03-07,131,8482097,BUF,29.7,45.0,snap,5v5,0,0,0,0,0,2,68,21,faceoff,29.73,0
2025020992,2026-03-07,134,8479420,BUF,5.1,78.69,tip-in,5v5,0,0,0,0,0,2,88,-5,faceoff,29.73,0
